time,temp,rhum,prcp,snwd,wdir,wspd,wpgt,pres,tsun,cldc,coco
2025-01-30 06:00:00,21.0,57,0.0,,90,5.4,,1012.7,,0,5
2025-01-30 07:00:00,21.8,55,0.0,,149,5.5,,1011.9,,0,5
2025-01-30 08:00:00,22.8,52,0.0,,155,5.5,,1010.7,,0,5
2025-01-30 09:00:00,26.0,46,0.0,,159,3.6,,1008.8,,0,5
2025-01-30 10:00:00,25.0,50,0.0,,189,3.7,,1008.6,,0,5
2025-01-30 11:00:00,24.0,54,0.0,,189,3.7,,1008.4,,0,5
2025-01-30 12:00:00,22.8,65,0.0,,0,0.0,,1008.1,,0,5
2025-01-30 13:00:00,21.0,66,0.0,,141,3.7,,1008.8,,0,5
2025-01-30 14:00:00,19.0,75,0.0,,113,1.8,,1009.3,,0,5
2025-01-30 15:00:00,16.2,87,0.0,,0,0.0,,1009.7,,0,5
2025-01-30 16:00:00,15.6,89,0.0,,111,0.0,,1010.0,,0,5
2025-01-30 17:00:00,15.1,90,0.0,,126,0.0,,1010.3,,0,5
2025-01-30 18:00:00,13.8,97,0.0,,0,0.0,,1010.7,,0,5
2025-01-30 19:00:00,14.0,93,0.0,,177,0.0,,1010.4,,0,5
2025-01-30 20:00:00,13.5,94,0.0,,200,0.0,,1010.2,,0,5
2025-01-30 21:00:00,12.0,97,0.0,,0,0.0,,1010.1,,1,5
2025-01-30 22:00:00,11.7,98,0.0,,122,0.0,,1010.1,,1,5
2025-01-30 23:00:00,11.4,98,0.0,,230,0.0,,1010.1,,1,5
2025-01-31 00:00:00,10.8,97,0.0,,0,0.0,,1009.7,,2,5
2025-01-31 01:00:00,11.2,99,0.0,,170,0.0,,1010.6,,2,5
2025-01-31 02:00:00,11.3,99,0.0,,158,1.8,,1011.1,,2,5
2025-01-31 03:00:00,11.0,95,0.0,,0,0.0,,1012.1,,2,5
2025-01-31 04:00:00,14.5,85,0.0,,142,3.7,,1011.9,,2,5
2025-01-31 05:00:00,17.5,74,0.0,,136,5.5,,1012.2,,2,5
2025-01-31 06:00:00,22.2,60,0.0,,0,0.0,,1011.7,,2,5
2025-01-31 07:00:00,22.0,59,0.0,,132,5.5,,1011.4,,2,5
2025-01-31 08:00:00,23.3,55,0.0,,130,5.5,,1010.3,,2,5
2025-01-31 09:00:00,26.0,45,0.0,,128,3.6,,1009.5,,2,5
2025-01-31 10:00:00,25.1,48,0.0,,258,3.7,,1009.3,,0,5
2025-01-31 11:00:00,24.1,53,0.0,,258,3.7,,1009.1,,0,5
2025-01-31 12:00:00,23.4,62,0.0,,0,0.0,,1009.0,,1,5
2025-01-31 13:00:00,21.4,64,0.0,,265,3.7,,1009.6,,1,5
2025-01-31 14:00:00,19.5,73,0.0,,296,3.7,,1010.2,,1,5
2025-01-31 15:00:00,16.8,92,0.0,,0,0.0,,1011.5,,1,5
2025-01-31 16:00:00,16.4,91,0.0,,86,0.0,,1011.7,,0,5
2025-01-31 17:00:00,15.9,92,0.0,,120,0.0,,1011.8,,1,5
2025-01-31 18:00:00,14.0,96,0.0,,0,0.0,,1012.8,,2,5
2025-01-31 19:00:00,15.0,93,0.0,,187,1.8,,1011.8,,2,5
2025-01-31 20:00:00,14.4,95,0.0,,170,1.8,,1011.6,,2,5
2025-01-31 21:00:00,13.9,96,0.0,,162,1.8,,1011.4,,2,5
2025-01-31 22:00:00,12.1,100,0.0,,175,0.0,,1011.9,,0,5
2025-01-31 23:00:00,11.9,100,0.0,,188,0.0,,1011.7,,1,5
2025-02-01 00:00:00,11.2,100,0.0,,0,0.0,,1011.9,,1,5
